time,distance,speed,throttle,brake,rpm,gear,drs,x,y,z
54.743,3290.387869328341,152.0,71.0,0,11176.0,3,0,-3193.807504260665,10486.703892671605,7338.561977689028
54.969,3300.4460110346845,160.21818647272727,72.54090996363637,0,11526.813835054545,3,0,-3113.0,10420.0,7337.0
55.149,3308.7841930855934,166.76364101818183,73.76818269090909,0,11806.222925963637,3,0,-3047.0,10367.0,7335.0
55.183,3310.37085975226,168.0,74.0,0,11859.0,3,0,-3031.3572643604675,10355.221104169144,7334.579528699254
55.41,3321.4651696157266,175.94500224,80.24250176,0,11283.55483776,3,0,-2914.0,10271.0,7332.0
55.583,3330.2112807268377,182.0,85.0,0,10845.0,4,0,-2861.0496347094017,10232.986137939593,7331.250184389143
55.71,3336.701840657949,183.984376,90.953128,0,11209.3314336,4,0,-2826.0,10207.0,7331.0
55.903,3346.727118435727,187.0,100.0,0,11763.0,4,0,-2752.7215118019885,10151.344303324844,7330.523310805494
56.03,3353.6376824826602,195.89000448,100.0,0,11474.0748544,4,0,-2698.0,10110.0,7330.0
56.103,3357.7135158159936,201.0,100.0,0,11308.0,4,0,-2665.9586892242423,10086.090513034906,7329.585564755051
56.19,3362.649532492114,204.2489659084391,100.0,0,11111.979056857508,4,0,-2627.0,10057.0,7329.0
56.344,3371.6328658254474,210.0,100.0,0,10765.0,5,0,-2555.372159099647,10002.558572167336,7327.778625943036
56.449,3377.872709785447,213.9375072,100.0,0,11059.0005376,5,0,-2506.0,9965.0,7327.0
56.504,3381.1727097854473,216.0,100.0,0,11213.0,5,0,-2480.3086686832685,9945.601075147524,7326.65541152205
56.629,3388.7812168965584,219.1250048,100.0,0,11213.0,5,0,-2420.0,9900.0,7326.0
56.704,3393.3853835632253,221.0,100.0,0,11213.0,5,0,-2379.9593014720995,9869.207824927045,7325.654708832604
56.849,3402.3743767347805,223.17500288,100.0,0,11563.90046464,5,0,-2297.0,9800.0,7325.0
56.904,3405.796598957003,224.0,100.0,0,11697.0,5,0,-2265.2539370615286,9769.386496131654,7324.712678918172
57.184,3423.918821179225,233.0,100.0,0,11905.0,5,0,-2115.909711309771,9596.216661072704,7323.114000101957
57.209,3425.5404936607065,233.52083733333333,100.0,0,11789.582446933333,5,0,-2106.0,9583.0,7323.0
57.424,3439.754382549595,238.0,100.0,0,10797.0,5,0,-2049.31007196549,9492.593637566632,7322.30193173604
57.689,3457.552497830865,241.78571702857144,100.0,0,10990.071568457142,5,0,-2012.0,9378.0,7322.0
57.704,3458.560831164198,242.0,100.0,0,11001.0,6,0,-2009.4794874608333,9369.03296133357,7321.995949072145
57.849,3468.4905623086424,246.531256,100.0,0,11072.5938448,6,0,-1985.0,9272.0,7322.0
57.864,3469.519728975309,247.0,100.0,0,11080.0,6,0,-1982.9175206650086,9261.614713323715,7321.999126537834
58.009,3479.5559443690872,249.17500288,100.0,0,11182.58763584,6,0,-1968.0,9161.0,7322.0
58.229,3494.984972322865,252.47500288,100.0,0,11338.23763584,6,0,-1957.0,9005.0,7322.0
58.264,3497.4446945450873,253.0,100.0,0,11363.0,6,0,-1955.8736379250565,8975.71566091793,7321.8355524416165
58.464,3511.555805656198,254.0,100.0,0,11466.0,6,0,-1951.3972632767059,8796.373904596501,7320.168343444055
58.489,3513.3218737802076,254.31380985738983,100.0,0,11477.401758151831,6,0,-1951.0,8778.0,7320.0
58.703,3528.59909600243,257.0,100.0,0,11575.0,6,0,-1948.667104726802,8666.200366314844,7319.219643580011
58.769,3533.3334502130965,258.2375024,100.0,0,11571.2874928,6,0,-1948.0,8631.0,7319.0
58.863,3540.1223391019853,260.0,100.0,0,11566.0,6,0,-1946.9356740265541,8572.21030055344,7318.601875142525
58.969,3547.803903948208,260.8833344,100.0,0,11644.1750944,6,0,-1945.0,8496.0,7318.0
59.103,3557.55612617043,262.0,100.0,0,11743.0,6,0,-1940.4638771148707,8388.49098378104,7316.95176949358
59.349,3575.574073199763,263.6772736,100.0,0,11116.817856,6,0,-1926.0,8191.0,7315.0
59.543,3589.8546287553186,265.0,100.0,0,10623.0,7,0,-1908.4844788261366,8075.06441351863,7314.326871272999
59.589,3593.2436787634965,265.23000064,100.0,0,10558.82982144,7,0,-1903.0,8047.0,7314.0
59.743,3604.6225676523854,266.0,100.0,0,10344.0,7,0,-1877.8288426595868,7941.075877696473,7312.255155419113
59.769,3606.544617657007,266.13000064,100.0,0,10340.48998272,7,0,-1871.0,7920.0,7312.0
59.943,3619.449617657007,267.0,100.0,0,10317.0,7,0,-1800.2836550554396,7750.023014243475,7311.108336760851
60.129,3633.244617657007,267.0,100.0,0,10339.78501568,7,0,-1719.0,7582.0,7311.0
60.343,3649.116284323674,267.0,100.0,0,10366.0,7,0,-1675.667282645919,7500.136548271486,7310.96744784714
60.529,3662.911284323674,267.0,100.0,0,10400.100023466666,7,0,-1609.0,7425.0,7311.0
60.583,3666.9162843236736,267.0,100.0,0,10410.0,7,0,-1573.4404206467818,7387.003173960284,7311.017226822296
60.749,3679.2006136676737,266.4071424,100.0,0,10372.6499712,7,0,-1445.0,7254.0,7311.0
60.863,3687.623947001007,266.0,100.0,0,10347.0,7,0,-1382.1614720326013,7195.138393119289,7310.780763445301
61.023,3699.4906136676736,267.0,100.0,0,10391.0,7,0,-1326.3468360345012,7155.883302655296,7310.243906497828
61.149,3708.8356136676734,267.0,100.0,0,10391.0,7,0,-1267.0,7121.0,7310.0
61.303,3720.25728033434,267.0,100.0,0,10391.0,7,0,-1167.3621925801203,7064.85704944713,7309.990101534483
61.349,3723.6664979201178,266.8083328,100.0,0,10373.3666176,7,0,-1137.0,7049.0,7310.0
61.543,3738.0009423645624,266.0,100.0,0,10299.0,7,0,-1009.0892308843773,6994.168649523214,7309.996393150348
